text,Y
my dogs love these i have a lb golden retriever that will eat anything i give her she operates on blind trust and if it comes from my hand it must be good so of course she eats these happily but hey she drinks from the toilet so how picky can her palate be on the other hand i have a lb tibetan spaniel that covets ownership of any and everything that has been dropped on the floor or has been offered to the golden however he does not wolf it down instead he carries off any treasure he finds to his pillow where he will carefully delicately and privately decide if he actually wants it if he does not she can have it after he is done inspecting it he is very picky about what he eats and generally turns his nose up at most treats after carting it away for the inspection ritual mind you he does not really want it he just does not want her to have it however even this picky little critter enjoys these and gobbles them up so while not having tasted them myself i can honestly say most dogs will enjoy them thoroughly on a medicinal point i have not found any improvement to the golden is bad breath after using these this is no substitute for brushing ,1
this is the second teechino flavor i have tried and so far its my favorite it does not taste like a coffee substitute it is a fabulous tasting beverage in its own right it has a very rich peppermint mocha flavor which blends really well with their base ingredients the first teechino flavor i tried was the vanilla nut which was good but this flavor is much much better i brewed it in a starbucks barista cone coffee maker i served it with a teaspoon of sugar and a splash of vanilla soy creamer organic valley yum i am using teechino to get off coffee and so far its working i am down to tbsp of coffee in the morning and i drink the teechino by itself in the afternoon ,1
these taste just as good as triscuits in my opinion i have not found them to be overly salty i buy these as a cheaper alternative if you want to know the source of any of the ingredients you should ask the company soy is a natural ingredient i am not sure what the star review is about ,1
i have been buying dried peaches all the time through sahara my local store has increased the price this year and i started looking on amazon found this one and ordered it took almost a month to arrive and smells terrible i am pretty sure that the manufacturer used sulfur dioxide to process the peaches and left this stinky smell i was in a hurry to travel to eu for a month right after i received the peaches and was not able to file a return do not buy if you care about your health the product description does not include using this chemical for processing i gave one start because i could not give lower ,0
i like this blackberry pomegranate iced green tea almost as much as i liked the mango pineapple it is also full of flavor very sweet and has only calories and of caffeine per ounce serving ingredients honey granules sugar honey citric acid provides tartness green tea powder hibiscus extract sucralose sweetner maltodextrin corn natural flavor blackberry juice solids isomalt soy lecithin pomegranate juice solids simply delicious and i appreciate that it is low in sugar and carbs ,1
i have been trying to lose weight for months but have only taken this for a couple of weeks over about the last months i have lost pounds but i had plateaued since i started taking this product about weeks ago i have lost about pounds i am watching my diet and working out i had been working out regularly for a long time already and watching my diet admittedly on and off for quite a while before this week period so while this product alone i do not think has caused weight loss for me i think it has given me a boost and helped get me off a plateau no stimulants the b vitamins are good and glucomannan fiber helps with both fullness and ahem certain functions i like it i will keep taking it ,1
all of the regular drink mixes contain sucralose aka splenda and other artificial sweeteners it gives them an aftertaste i would expect from a diet soda not to mention health concerns and they advertise no high fructose corn syrup like its healthier ,0
excellent quality follow package directions for al dente and the doneness results in a pasta very different from regular pasta quick delivery able to order in quantities more consistent with a home than a commercial restaurant we ordered six packages and that will be enough for us for a couple of months ,1
as someone else mentioned the taste is somewhat reminiscent of the peanut butter girl scout sandwich cookies as a college student i just throw some of these in my backpack and when hunger strikes these are ready at hand i like them because they do not make me feel sick after eating a bunch of them like potato chips do also because they are whole grain they supply good long lasting energy i ordered the variety pack first but found myself wishing the cinnamon and honey ones were peanut butter needless to say i was very happy when this peanut butter only pack went on sale you can have your variety i will take my peanut butter ,1
this is a bit more costly than other candy but amazon offers the best price along with fsss the first time you try it it will be a new experience the candy is like a hybrid of gum and starburst they are highly addictive and i locked them away so i would not eat them all in one day best for special occasions like going to the movies or would make a great small gift with a gift card in my opinion in the end it is about quality they are just awesome and do not have an extreme sugar taste like starburst they are basically imported too from taiwan product originated in japan so that also adds to the value give them a try i am probably going to try melon next ,1
i wanted to like it since it is so much healthier than most alternatives but the taste just is not there my daughter and i both immediately said the same thing after tasting it while it is indeed spicy i e hot it is also sweet which sort of deadens the spiciness of the flavor we wish that we had not ordered two boxes of this but had tried a different flavor instead perhaps we will but it is somewhat disconcerting to consider that we might also not like the taste of the different flavor since the cost of the product is not inexpensive thus we are not yet sure that we will order more ,0
we purchased this product to re fill our gumball machine and were generally disappointed by how hard the gum was and how short lived the flavor was compared to other refill products we had purchased in the past although we liked the price at the time in retrospect the purchase did not represent a good value ,0
i can not decide if these crisps are better than plain old potato chips but i do know they are much better nutritionally i have got them on a subscribe and save order plan you just can not eat a couple of them wish they would come out with some more flavor choices these are really great ,1
these may be the best candy ever delicious and could not eat them fast enough ca not find these in stores near me so it was great to find them on amazon and worth the wait ,1
the box no longer says made with real land o lakes butter and evidently it no longer is the taste is off evidently diamond foods present owner of pop secret general mills would not have made such a foolish decision has no taste for quality this used to be the a premier pop corn now its just a kernel of what it once was ,0
i have these on auto order we go thru them so much my daughter and her husband came for the holidays and he does not really eat sweets but he really just about ate a whole bag himself i first ate gummi bears way back in the is when the german club sold them when they got them from germany along with toblerone and these taste alot like them the german gummi bears taste a bit different than the american gummy bears i prefer these to gummy bears yummmm,1
i been enjoying this sauce for years i love it and put it on everything,1
with the possible exception of their fire roasted chipotle salsa i can not really taste a significant difference this is the best salsa out there in my opinion there are plenty that are less costly and that alone may guide one is choice in another direction but if cost is no object this is the real deal ,1
i was looking for an organic mac n cheese that my kids would like and this is it not only is it organic but it has the whole grains that i wanted make sure to mix the cheese packet with organic milk in a separate bowl before adding to drained noodles to avoid clumps i tried to skip this step by adding it directly to the noodles in the pot and ended up with lots of clumps price is better here on amazon verses our local store that carries it ,1
i originally started buying zevia a year ago for my diabetic mother we actually did some glucose testing just after drinking a can and our glucose levels did not change so that was good to know the flavors are good especially dr zevia i recently was able to but the new flavors in chicago cream grape and mountain zevia the grape was the best recently i switched our entire office to zevia since i always felt bad buying sugared or chemicaled drinks for the company at first a couple people were reluctant but now everyone is hooked ,1
i am not a big popcorn eater my daughter and wife are but this is just like the movie popcorn and cheaper ,1
i signed up for this product to auto ship to me periodically with the proviso that i could cancel at any time i have cancelled and the product continues to ship to me how do i get it to stop ,0
i have tried allot of different k cups from several providers and the barista prima colombia coffee is the best that i have found i highly recommend this to anyone who appreciates good bold coffee ,1
some people debate about the high ph one can google to find the issues and discussion i used to drink trinity water but they went out of business i found essentia and found i like it better i only drink bottled water essentia is expensive so i use other spring water for making coffee and cooking but i drink a minimum of four oz glasses a day often six the recommendation of glasses of water per day has now been found to be excessive four to six will do but it definitely makes a difference doing so my skin becomes smoother and clear within days it helps when i work out i now get it through amazon through subscribe and save it is cheaper than in the stores even in whole foods with a case discount and it is too much of a hassle to ensure the stores have it as they are quite inconsistent with their water ordering the taste i find delicious and superb my partner prefers glaceaus smart water he drinks it at room temperature and it has a lower but still substantial ph in researching for this review i have learned about two other waters with high ph is kagen and qure there are differences among all three and i have not had the time to nail down the differences and which would be deemed more healthy i probably will do that sometime in the future but you can not go wrong with essentia try some chilled in the fridge and see if you like it your body certainly will ,1
these soups extreme sodium content makes me pause each time i order them i like having an easy snack on hand for the kids as these taste great are fun with the various different mushrooms and are filling and easy to make the sodium just makes me cringe but this particular flavor almost redeems itself with the very low fat content ,1
this has to be the worse espresso coffee i ever tried if you think it is good you have never been to a starbiucks to try their express ,0
great product when you need just a little extra stock broth it will not replace my use of swanson is because it would be too much to open packages for quarts of stock for soup etc but it is great for making pilaf etc or when you are just a little short of the quantity needed ,1
learning to bake without gluten is a new process for me i thought that working with the dough seemed more like making a cookie dough than rolling out a pie crust without gluten it lacks the elasticity that i am used to once i got the knack of working with the dough and doing some patching i was very pleased with the results the flavor and appearance of the pie were not distinguishable from a crust made with wheat flour in fact the crust was flaky and even better than many pie crusts that i have eaten ,1
i like red vine it is good snack for movie and video game and i ate the whole thing and well didnt get fat off of it ,1
my son loves to eat these in his lunch he also uses them to dip with his applesauce these are great healty snacks better order cartons because you will eat them quickly ,1
purchased this for my wife and she loves it we brew most of our herbal teas from fresh or home grown herbs however with this mix of herbs it is easier to purchase than to mix the instructions for use leave allot to be desired and differ from how we learned to brew herbal teas so we just alter them to suit our experience the smell and color helps me believe that the herbs are fresher than most prepackaged teas ,1
i was hesitant about buying cookies online however they were shipped very fast they were the cutest little cookies for celebrating they tasted fresh and did not last very long i would buy again ,1
just a note to tell everyone that the lb variety comes in boxes not bags i have used these since i got my two french bulldogs years they love them and they are very healthy because of them this according to my vet walmart stopped carrying them so i went over to amazon where i do most of my buying anyway i am never let down by amazon good luck with these biscuits your dogs will love them and stay healthy while eating them ,1
i picked up a jar of this recently at the store to make green curry chicken at home and was very disappointed in the level of spiciness i used a full of the container along with a can of coconut milk and the other ingredients listed on the recipe on the jar fish sauce a little brown sugar etc even with that amount the dish was barely flavorful let alone spicy my husband who really does not much care for spicy food said it was underwhelming so overall it was really disappointing the sauce did turn out smooth and creamy but if it is a good spicy green curry you are after i would try another brand ,0
this is a great treat but i tasted no difference between tim tam and the american version from peppridge farm so i would stick with the american version to save money ,1
great flour its packaged individually and makes it nice to store the bread i have made with it tasted great very happy with this flour ,1
the links were delicious ordered several different kinds and liked them all the price is a little steep but worth it and probably will order more in the next holiday season ,1
this flax seed is great on cereal in the morning i also use some of this product in making an aromatherapy eye pillow mixed with lavender ,1
love the product very disappointed that it is not available to be ordered i have been trying to order this product for months and it is always out of stock emailed the manufacturer but did not get a response ,1
i tried madagascar vanilla red by celestial which also contains rooibos so i thought i would give this a try due to the great reviews first impression tea is way too sweet and can not wrap my mind around what ingredient causes this sweet taste if you like your tea very sweet and concentrated then this is the one for you after trying both teas hands down madagascar vanilla red is way tastier ,0
i can not say enough good things about these k cups delicious a way for me to enjoy tea lemonade one cup at a time so i do not waste it and i like being able to order a large amount at one time i can not find them like this at sam is club like i can the coffee ,1
one side effect of rheumatoid arthritis is a dry mouth a dry mouth is uncomfortable distracting and can lead to very bad breath and even tooth decay and mouth infections this gum is a very easy way to get some juice flowing the tart taste is not overpowering chewing a piece of quench gum is an easy fix ,1
this is by far the best rice i ever served to my family i am not able to find it in the supermarket so i order it on line i just cook it and serve withbutter melted on it the best ,1
i am a bit picky about the coffee i drink and found this camano island coffee roasters to be top notch i have not tried the light roast but the medium roast was very nice with an earthy aroma and just the right amount of boldness to it without going overboard also i read the one star review posted and have to say we experienced none of the bottom of the pot after three hours problem with our delivery in fact we are ordering another pounds edit this review is for the whole bean coffee rather than ground same brand and roast ,1
enjoying a cup of coffee or two a day i was really disappointed when acid reflux reared its head and coffee was off my list i enjoy coffee alot i enjoy the whole process the ritual i was glad to find this coffee but really was not that hopeful it turned out to be a nice smooth mellow coffee that my stomach tolerates this is not to say i can drink alot of it but for a nice hot cup of coffee it definately does the trick ,1
i love this tea the peach and the lemon but the problem with this site is that i have been getting it from the big lot stores michigan for why is your so much higher ,1
you must try this take one segment dunk in your coffee a few seconds then let the molten chocolate delight your mouth or take a small bit and keep it in your mouth while sipping i have even made a hot chocolate with it by melting a few slices in milk unbelievable ,1
these gave me a headache too much sugar and other ingredients that did not sit well i would not recommend to someone trying to eat healthier ,0
the dogs love these chews and i do not have to worry about them swallowing too big a bit as they break down well ,1
i love jasmine rice and usually buy it pounds at a time at the local asian market but i thought i would try this well i really was surprised at this rice i have never seen such large rice grains puff up in my life they were like super size rice grains that being said i think i prefer others this reminded me too much of regular old long grain rice but the best price in a pinch if you need it ,1
as a kid this ice cream was a favorite treat i have been told it has the highest milk fat content of any ice cream around and man can you taste it this stuff is amazing if you are a fan of premium ice cream this is the best stuff ,1
seafood ramen i love having these sodium msg packed instant noodles every once in awhile when i am too lazy to make lunch or dinner i do not know if you would actually call these seafood flavored though there are little dried fish cakes and plenty of seaweed in them but they are somehow indescribably good i actually like the original flavor better but since these were cheaper i went with it i have seen these with cheaper prices at asian supermarkets when it is on sale but if you subscribe to this on amazon it is worth an extra dollar or two not to make a trip to the market when i cook these i usually add an egg some veggies and leftover meat or whatever is in the fridge the seafood flavor packet is strong so it adds lots of flavor to everything else when i got these delivered none of my ramen were crushed so it really depends on how carefully your delivery company treats the boxes anyway i would suggest buying one packet at a store first to try it before committing to a whole box ,1
i got this for our pound puppy and he played with and enjoyed this bone for a good week it took him quite a while to whittle it down it stopped him from eating shoes and pillows ,1
i liked it a lot not too sweet and very fruity i liked being able to have it available for a refreshing drink where ever i might be i would recommend it ,1
we had bought a donut pan baker about a year ago and never used it because well just because i found this mix at homegoods for so amazon is price is a little steep easy to make just add an egg butter and milk i used the tub of land o lakes butter canola blend they look very pretty and are just right for a special day like christmas morning ,1
lindor extra dark truffles are among the most amazing food in the world rich creamy goodness that is simply amazing and amazon is prices are as good as i have seen however be careful when you purchase these via mail order if the weather or the shipper is warehouse or the delivery vehicle gets too warm you will have mis shapen messy truffles they still taste good but if you are ordering these for gifts or otherwise need them to look good i recommend you shop locally where you can check them out firsthand and you have more control of environmental conditions ,1
i sent this as a gift to someone in los angeles she really liked it but it eventually died it was pretty finicky but the one year she had it the blooms were very nice it is supposed to be good for her zone but she is not a great gardener or anything i am just saying if you are not a good gardener it might not live ,1
i recieved this bear yesterday and it is truly amazing how big it is if you are looking for a great gift to make someone laugh this is the perfect gift its awesome ,1
i purchased the cherry berry and orchard blend snacks for my and year old girls they love them they are perfect snacks for children all natural no sugar added grown in the u s the orchard blend is slightly easier to eat the pieces of fruit are larger and the cherry berry is a little messier but both flavors are a big hit i highly recommend this product for anyone looking for a delicious and healthy snack i will definitely keep ordering these items ,1
this creamer is not found in stores here in sc it must be wholesale only product do not know why because it is delicious by far the best chocolate creamer you will buy ,1
omg you have to try this tea i bought it because i read on a website that hibiscus tea would reduce your blood pressure whether that is true or not i do not know i have not used it long enough to tell but whether it works for the blood pressure or not this is a wonderful tea it has a beautiful color and great aroma and it is very flavorful even with out adding a sweetner i would recommend it highly the fact that it is organic and fairtrade just adds value to me ,1
the grape and the peach both come through ok but there is a hint of something else that i can not quite identify it is not unpleasant though not quite consistent with the grape and peach flavor that is supposed to be dominant looking at the label it is likely the pear juice that is blended in though i will not have any problem drinking the full case that we purchased it is probably not a flavor combination i would personally want to try again i like a slightly stronger taste and this is a bit subtle to me it may well be just what someone else wants however i do think it deserves four stars since it is above average and beats some store labeled brands hands down ,1
big banner on the front of the box whole grain ingredients enriched flour whole grain blend what a ripoff i wrote to old london and they did not even answer they have an entire line of crackers that use this sneaky dishonest packaging ,0
as someone who likes organic products and gingersnaps i was intrigued by this product first off let me point out that these are not your mother is gingersnap cookies they are very clearly something that came from a factory and were mass produced and when i first tried them after opening the bag they were very tough to chew pretty dry i would have a drink with them especially since they were a lot spicier than other gingersnap cookies i have had they do however keep very well despite not being loaded with preservatives just roll up the bag and they will stay good for several days at least after which point i actually found them more enjoyable as they would softened slightly all in all not the greatest store bought cookie i have ever had but if you are into organic products and like gingersnaps these are definitely worth giving a try ,1
this is a great variety nuts and fruit go very well in the oatmeal the packets seem a slight bit smaller than others but it is very delicious and i will defiantly order this variety again ,1
love this tea and it is a great amount for the money makes a nice pot of tea to enjoy ,1
i love this product i wanted something healthy and good tasting that did not have added sugar or chemical sweeteners as an alternate to water this is it i like this coconut water better than others i have tried it is not as sweet as the amy brian brand which i prefer i do not use sugar so i found this brand to be the best the taste has also been consistent since starting my use of this in april i have purchased four cases since june it also has a lot of health benefits ,1
this is the only cat food i buy my cats range in age from to and they all eat this the sensitive stomach formula is xlnt in reducing the number of nothrow ups that i used to experience with other foods i am a loyal customer and will not feed any other dry cat food ,1
i try and follow a low carb diet and i love ketchup this is a perfect product for me heinz one carb ketchup tastes to me the same as heinz regular ketchup i just wish it was widely available in local stores sure the small size of the bottle makes this a spendy proposition but then it really is the only way to go for that real ketchup taste i adjust by using less ketchup than i would have in the past and purchase it in bulk to minimize shipping costs i have been drawing down a case for nearly a year now and have a few bottles left like all ketchup it stores well i wholeheartedly recommend this for anyone who wants needs to eat low carb and desires to continue using ketchup as a condiment ,1
whether you like this candy or not depends a lot on why you are buying it if you are older like me and looking for the red licorice that was once sold in department store candy counters and candy stores by the bunch in the sixties and seventies then you will be disappointed this is not even remotely similar to that candy until eight years ago our mall candy store sold the original red licorice laces but they replaced it with the kind that tastes like twizzlers in the form of a string i have been looking to no avail for the original variety ever since this order was my last hope and it seems the kind many of us grew up with simply is not being made anymore personally i did not really care for the taste but that means nothing since i was looking for the kind they use to sell and this was not it if anyone does know who sells the original type i wish they would tell me ,0
second german made coffee product we have tried this one was just as good as the first best decaf that we have tried highly recommend jacobs kronung decaf pricing from amazon was the best we could find on the internet and delivery was quick ,1
i am an expat from the uk and have been in the us for years i felt a much needed trip down memory lane was in order this easter and snapped up the old uk christmas staple quality street giant tin of sweetie goodness now if you know the quality street brand then you are good to go as this big two pound octagonal tin has all the favorites but if you are unfamiliar with these amagic moments then you are in for a real treat there is lots of various chocolate and caramel toffee candies wrapped in bright multi colored shiny foil with each one from the strawberry delight to the big toffee penny a taste sensation and in my humble opinion far surpasses the treats you can get in the us take a trip down quality street you will not regret it ,1
i finally decided to give the wild hare beef jerky a try since it kept popping up on my add on options whenever i ordered my k cups my family loves jerky and so i thought it would be a good idea to try something besides the grocery store favorites for a change size the oz package came with jerky pieces not strips and its apparently a grand champion recipe winner from wisconsin so i figured we were in for a treat texture this is a thinly sliced jerky robust and chewy gives your teeth something to work onflavor peppery i love pepper so this was a nice surprise over the saltier versions we have tried in the past there is a slight smoky flavor to it but does not overwhelm the beefinessprice i bought the oz for which seems like a good value and the smaller size gave me the opportunity to try the teriyaki and hot cajun i will definitely order this again and might try the beef sticks too ,1
imagine my suprise when i went to prepare the product time buyer and there was no spice packette so i needed to open all the remainng to check if theirs were missing found another even so i would recommend this product it is not quick but the rice turns out fluffy and flavorful by no means is it spicy intend to add my own on the occasion that i would like a little more heat as for the boxes sans the spice mixture i used them in a fresh tomato soup i had made yummy next time will include the spices it was that good when the weather warms i am thinking to transform it into a cold rice salad so i would definately recommend this product if you need to be gluten free or not ,1
my girls love these i can not get my year old to eat fruit but she happily will suck down a pouch i got the big bird strawberry banana ones and they did not like those as much just wish these were cheaper ,1
mexican rice and beans are the best of edens rice and bean offerings bpa free can a big plus if you eat store canned foods rice has good texture beans firm not too spicy not too salty just right free shipping brings the price about in line with what i would pay locally good product ,1
this was a return buy i bought to try and loved them this time i ordered they are fab for your favorite coffee,1
my dog goes crazy for these bunny bits i let two bits roll on the tile floor and he chases after them before eating them he is critter driven so anytime i can make something fun he is for it i highly recommend this product my local pet shop discontinued these treats i was so happy when i found them here online at amazon will be buying more when we run low these are small enough in size to use it as a training treat ,1
these were perfect for my red velvet cupcakes with cream cheese frosting for a dig pink volleyball game everyone loved them and they softened into a frosting consistency after sprinking them on the previous night loved them ,1
even though these beans seemed fresh they had terrible flavor they were way worse than the average navy bean from the bulk bins of my local health food stores after cooking one batch i ended up throwing the rest in the garbage i have been frustrated by the uneven quality of beans from my local health food stores sometimes great sometimes terrible often the beans are very old even though the stores i shop from are busy and have high turnover of beans so i have been on a mission to find a mail order source of consistently great beans for navy beans these are not it or at least this batch was not it note i did like eden foods kidney beans so i am not criticizing the brand ,0
i love this cereal i was getting bored with oatmeal and i wanted to add different grains to my diet bob is red mill rolled hot cereal let me add variety to my breakfast with awesome flavor it cooks just like oatmeal too so easy for the morning ,1
my dogs loves this treat and all the treats by barkery they are made in the usa what more could you ask for great service from amazon ,1
i had no idea this water was black i thought it was just the packaging and as i was driving had no idea until i looked down shocked to see that the plastic bottle was indeed transparent so completely unbiased i thought that the water tasted just like another alkaline water alka pure which is in the same price bracket i have no idea as to the veracity of claims fulvic minerals are good for you or not but the taste of this water and the cool fact that it is indeed black put it at the top of my list for expensive bottled water no idea what people are talking about that the taste is isalty or weird it obviously has a slightly metallic taste because of the mineral content which i vastly prefer over the calcium softness or chorine tinged waters available by tap or cheap mass production hope that common sense will prevail over the overwhelmingly negative reviews this product seems to get if people can look past the black which i think is its chief selling point then i think consumers will ultimately champion this water ,1
i have brewed my way through a bag of this stuff now and it is good coffee not bitter good mouthfeel nice color and of course smells great while it is brewing pretty much worthy of the starbucks label no vanilla though maybe a little hint while brewing maybe that is just because i was hoping to smell it ,1
i am not a real coffee drinker but i do like this one the package arrived on time and since tj is does not carry it anymore i was happy to receive it very pleased have returned multiple times and bought this item repeatedly ,1
if you are looking for a good pasta alternative this one is great if you are looking for a mac cheese replacement keep looking we are celiacs who have caesin intollerance so our taste have changed over the years this is a very healthy yummy alternative for those living a minimally processed lifestyle it does not have a cheese taste we ate it mixed with broccoli my year old and his little buddy had child sized helpings they have not had much grain recently and demolished everything on their plates i added the little bit leftover to my evening salad for a different texture was still very tasty ,1
i have not tried an extra bold coffee that i did not like having said that i find the coffee peoples black tiger extra bold to be very good i normally drink this product after dinner the name is a little intimidating but overall a goood cup of coffee i like strong fresh coffee however i find my guest like something milder than bold coffee ,1
best popcorn salt wo not buy any other brand or kind every one who eats our popcorn rave on how good it taste all because of the salt ,1
slightly sweet and perfectly strong it is stronger than the chai lattes you can buy at starbucks probably because it is powder and not liquid to me it tastes like what you get if you order chai latte at an indian restaurant and add a sugar or two ,1
this tastes horrible i am fairly sure someone a kikkoman just blended their expired sauces into this horrible concoction this stuff seriously has this odd chemical aftertaste that almost reminds me of curry ,0
ordered this item from all the great reveiws only reason i gave it four stars is becasue will not know how it tastes unless an earthquake comes along and need it as a food supply i will be able to taste it then if not it will become a time capsule food for someone to find ,1
i have a very diversified collection of hot sauces bought through amazon dave is ultimate insanity is one of the better ones a spicy sauce with a good amount of heat i highly recommend it i have a lot of different types to suit the mood i am in while cooking the dave is brand is a great brand ,1
i was able to try this free thanks to influenster is summer beauty voxbox and i sure am glad i did i was skeptical about it tasting like bananna bread but it does i will be buying these in the near future great for road trips or quick snacks ,1
i love these towelettes they smell radiant and beyond fresh for the senses i would recommend them to people who fly or travel because it is just a great way to freshen up and also disinfect they help to boost calm or energize your mood from the essential oils that are saturated in each little towelette ,1
my wife has celiac dz not me this is the only gf stuff i can stand i actually prefer it to regular pancakes we also use it for other stuff too it is pricey especially vs regular flour but with amazon and the off for regular shipments it is a little more affordable do not forget trader joes pasta the cheapest and the best ,1
this is a great package and an easy way to get three surprisingly different orange bitters if you are really getting into cocktails as i am you will quickly realize that a large number of cocktail recipes from the is and earlier require orange bitters just substituting angostura is okay in a pinch but you will really be missing out on the subtle flavors that true orange bitters add to the drink depending on where you live some of these may be hard to find i can not find the fee brothers or regan is at any of my local stores and these two are both well worth trying satan is whiskers for example is a heck of a cocktail but try it with regan is wow also a plug for the folks selling the product at kegworks i made a mistake when i placed my order on amazon and the guys at kegworks were able to fix it and redirect the shipment to get it delivered in time excellent personal service ,1
so this cereal is amazing i bought it not being sure what it was like and i am not disappointed deliciously vanilla ry this is a cereal good enough to eat out of the box obviously it does not score highly for health benefits but with a name like cookie crisp who is surprised ,1
i was looking for a new type of mustard other than the standard tastes i have been used to this however was a venture i should not have made it turned out to be the most unpalatable harsh tasting its indescribable the only thing i can assume is its not made for eating directly but to be put in some type of cooking process i washed it down the sink and kept the jar at least got something out the deal ,0
my yorkies are picky so finding something they will eat is a good thing i have to slice it up for the pounder it is to soon to tell if the product works but getting them to eat it is half the battle i can see the tooth paste froth so i will keep my fingers crossed ,1
love this tea i start off each morning with a hot cup of pu erh and then have another cup with breakfast all it needs is a packet of spenda but i also brew it with a sprig of fresh mint delicious ,1
my dog got really sick from eating this product vomiting for days and had to take him to emergency room there have been documented cases of illness and death from chicken jerky products search for articles on this issue i can not believe this has not been recalled i am glad i caught it before he got really sick but there have been many documented cases of death now i do not want to see any more dogs get sick or die from these products ,0
i have cats one is now years old i started using this shortly after the pet food recalls in the lack of grains and real meat not the processed kind you find in the grocery store is what promotes the health of your pet carnivore while there are some veggies the smell will tell you the amount of meat in this product i supplement with one serving from,1
these bars are the most delicious breakfast bars that i have tasted once i eat one in the morning i am good to go until lunch i would highly recommend these as part of a meal or simly a snack ,1
i received this package in the high heat temp and the company did not take any steps to protect the quality of the product i attempted to taste the product even when i was concerned due to how hot the product was upon arrival the almod butter was bad the temp has been around in the st louis area and the company did not request any special shipping to protect the quality of the product the temp with the box in the heat had to be even higher baking in the mailbox i found out after the product arrived in bad shape that a return was not even an option bad business i would never due business this way ,0
i would never had beef rendang but i have love most curries so i gave it a shot the instructions on the package say to buy of filet mignon however a little web searching revealed that beef rendang normally uses slow cooked cheaper cuts of meat and the prima taste website has instructions for how to prepare the curry that way basically just use half of the sauce and seasoning initially and add the rest near the end plus use more water anyway the end result using chopped up beef round and pouring the curry on top of bhutanese red rice was spectacular so why stars instead of i could not find any good options even on the prima taste website for adding veggies the meal is the beef equivalent of a death by chocolate dessert but if you are looking for a delicious and different curry this stuff gets it done ,1
i love that not only are these organic but the lining is also bpa free they taste great on their own in dishes or on top of chips as nachos i keep them on hand in my pantry for a go to item when i need to feed my family something fast can still feel good about what i am feeding them love these ,1
now i have eaten a lot of pistachios in my years these are the biggest ones i have ever seen excellent quality very few unopened nuts and they are perfectly salted an open bag is an empty bag at my house highly recommended i am glad amazon sells this brand ,1
i really need to cut down on my sodium intake because i have very high blood pressure i have been a salt fanatic for many years i put salt on almost everything so i am a very harsh critic when it comes to salt substitutes i recently ordered and received a similar no salt substitute blend from another website and it has absolutely no salt taste i have tried a few others as well that also tasted nothing like salt so i really did not have high hopes for table tasty i figured i would order it anyway based on the positive reviews and it was shipped very fast i can honestly say i was pleasantly surprised when i tasted this product i thought for sure it would only taste like a sodium free spice blend like all the rest but it actually has a salty taste when you try it right out of the bottle the taste and smell actually reminds me a lot of those flavor packets that come with ramen noodles or the cup a soup packets in a box which are both loaded with sodium it is hard to believe i have no idea how they have achieved this since there is no sodium at all in the product all i know is i will now be ordering a large bag ,1
when i lived in wisconsin i was a big fan of this choc after moving overseas i sent emails to the company asking about how to get it or even act as exporter for it but answer came there none to borrow a lewis carroll phrase such a pity ,1
i love the taste of this honey it tastes vivid flavorful and absolutely delicious i did not know what i was missing out on until i tried comb honey the packaging came with four squares of honeycomb each wrapped in its own transparent plastic case all were taped and sealed to prevent the leakage of honey and then bagged once more it is a bit messy but i think the packaging is still pretty good i heard you can freeze up honeycomb and thaw it later ,1
throughout the work day i usually drink about ounces of water just sitting at the desk the past couple months i have been trying a variety of different energy drinks and supplements when i had the opportunity to try the vitamin squeeze fruit punch energy drink through amazon is vine program i decided to give it a try i am drinking a lot of water every day anyway so i figured i might as well try to mix things up a little the drink itself comes in a container that looks a little like one of those newer upside down ketchup squeeze bottles there is supposed to be enough product for servings this water additive concoction contains vitamins c as well as magnesium and chromium it is also supposed to contain of caffeine about the same as a can of regular soda i liked the overall design of the bottle it is aesthetically pleasing and the bottle is quite easy to use once it is opened it also does seem to provide a very short burst of energy after use however i had several issues with the product the first issue i had with vitamin squeeze fruit punch energy drink is that it is a bit more difficult to open in addition to removing the wrapping from around the edge you have to poke open the squeeze hole i tried just squeezing but it did not work so i ended up using an ice pick you can probably use the tip of a knife or a prong of a fork too beyond using a measuring cup there is no real way to figure out exactly how much of a squeeze is required for an bottle of water or a water bottle so the user is left to guestimate it took about a of the bottle over several days before i was able to get close to what i think was the proper amount the biggest issue i had with this energy drink was the flavor personally i think it tastes horrible it is supposed to be a fruit punch flavored additive however it tastes more like liquid sweet tarts it has a very strong acidic aftertaste that completely eradicates the initial sweetness that one tastes after i got down to less than a bottle i tried drinking the vitamin squeeze directly from the bottle i thought it might help with the flavor i was completely wrong the horrible sweet tart taste just became even more pungent so though vitamin squeeze fruit punch energy drink does seem to provide a short burst of energy and has lots of vitamins the positives are almost wiped out by the horrible taste personally i would take a energy drink or a can of no fear over this energy drink ,0
